Run,Assay Type,AvgSpotLen,LibraryLayout,BioProject,Instrument,Cultivar,Sample Name,Organism,tissue,tissue PO,tissue PO name,Age,stage,stage PO,stage PO name,treatment,environmental ontology,environmental ontology name,replicate,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366283,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935052,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366284,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935052,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366285,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935052,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366286,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935052,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366287,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935053,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366288,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935053,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366289,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935053,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366290,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935053,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366291,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935054,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366292,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935054,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366293,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935054,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366294,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935054,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366295,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935055,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366296,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935055,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366297,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935055,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366298,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935055,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366299,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935056,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366300,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935056,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366301,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935056,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366302,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935056,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366303,RNA-Seq,300,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935057,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366304,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935057,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366305,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935057,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366306,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935057,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366307,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935058,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366308,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935058,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366309,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935058,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366310,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935058,Hordeum vulgare,Root maturation zone,PO:0020135,root differentiation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,control,EO:0001062,control treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366311,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935059,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366312,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935059,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366313,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935059,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366314,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935059,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366315,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935060,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366316,RNA-Seq,250,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935060,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366317,RNA-Seq,572,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935060,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366318,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935060,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366319,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935061,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366320,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935061,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366321,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935061,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366322,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935061,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366323,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935062,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366324,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935062,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366325,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935062,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366326,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935062,Hordeum vulgare,root tip,PO:0000025,root tip  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366327,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935063,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1366328,RNA-Seq,75,PAIRED,PRJEB13621,Illumina HiSeq 2000,Clipper,SAMEA3935063,Hordeum vulgare,Root elongation zone,PO:0025181,root elongation zone  ,3 days,seed germination stage,PO:0007057,seed germination stage,sodium chloride ,EO:0007185,salt treatment  ,,"Protocols: Uniformly sized seeds were selected\, surface-sterilised\, and grown under control (nutrient medium without additional NaCl) and salt-treated (nutrient medium supplemented with 100 mM NaCl) conditions as described in (Shelden et al. 2013). Aft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
